Order_Item_ID,Order_ID,Item_ID,Quantity,Price_Per_Item,Total_Price
147,44,27,2,258,516
148,45,14,3,154,462
149,45,8,3,92,276
150,45,35,3,121,363
151,45,45,3,66,198
152,45,30,2,62,124
153,46,19,3,281,843
154,46,32,2,174,348
155,47,30,3,62,186
156,47,34,2,218,436
157,47,13,2,112,224
158,47,18,2,294,588
159,48,25,2,228,456
160,48,14,3,154,462
161,48,10,1,290,290
162,49,8,2,92,184
163,49,44,2,154,308
164,49,24,2,245,490
165,49,48,2,255,510
166,50,38,2,128,256
167,50,33,1,269,269
168,50,42,2,284,568
169,50,36,2,203,406
170,51,12,1,183,183
171,52,32,3,174,522
172,52,34,1,218,218
173,52,7,1,228,228
174,53,7,2,228,456
175,53,39,1,259,259
176,54,2,3,162,486
177,55,8,3,92,276
178,55,37,3,97,291
179,55,45,2,66,132
180,55,39,1,259,259
181,55,11,1,245,245
182,56,40,1,275,275
183,56,5,1,164,164
184,56,10,3,290,870
185,56,45,2,66,132
186,56,26,2,74,148
187,57,47,1,283,283
188,57,27,3,258,774
189,58,8,1,92,92
190,58,23,2,266,532
191,58,29,1,170,170
192,58,46,2,174,348
193,59,36,3,203,609
194,59,19,3,281,843
195,59,5,2,164,328
196,59,26,1,74,74
197,59,12,1,183,183
198,60,23,3,266,798
199,60,22,1,213,213
200,60,21,2,178,356
201,60,41,1,78,78
202,61,38,3,128,384
203,61,39,2,259,518
204,61,24,2,245,490
205,61,45,1,66,66
206,62,22,2,213,426
207,62,4,3,196,588
208,62,47,1,283,283
209,62,43,2,166,332
210,63,29,1,170,170
211,63,16,3,105,315
212,63,21,1,178,178
213,63,8,1,92,92
214,63,38,1,128,128
215,64,40,3,275,825
216,64,8,1,92,92
217,64,4,1,196,196
218,65,6,3,158,474
219,65,33,2,269,538
220,65,12,3,183,549
221,65,28,3,236,708
222,66,17,2,74,148
223,66,7,1,228,228
224,66,34,2,218,436
225,67,18,1,294,294
226,67,10,2,290,580
227,68,34,2,218,436
228,68,3,1,228,228
229,68,33,2,269,538
230,68,35,1,121,121
231,69,41,1,78,78
232,69,2,3,162,486
233,69,18,1,294,294
234,70,12,1,183,183
235,70,25,1,228,228
236,70,50,2,116,232
237,70,1,1,280,280
238,71,27,1,258,258
239,72,30,3,62,186
240,72,10,3,290,870
241,72,26,3,74,222
242,72,41,2,78,156
243,72,27,1,258,258
244,73,30,1,62,62
245,73,6,2,158,316
246,74,18,3,294,882
247,74,2,2,162,324
248,75,30,1,62,62
249,75,35,1,121,121
250,76,27,2,258,516
251,77,19,3,281,843
252,78,17,1,74,74
253,78,12,3,183,549
254,78,45,1,66,66
255,78,7,3,228,684
256,78,27,1,258,258
257,79,10,3,290,870
258,79,26,1,74,74
259,79,13,3,112,336
260,80,34,3,218,654
261,81,23,2,266,532
262,81,34,2,218,436
263,81,46,1,174,174
264,81,2,3,162,486
265,82,45,2,66,132
266,83,22,2,213,426
267,83,32,1,174,174
268,84,4,1,196,196
269,84,10,1,290,290
270,85,44,3,154,462
271,86,20,3,296,888
272,86,40,3,275,825
273,86,32,2,174,348
274,87,42,1,284,284
275,87,28,3,236,708
276,87,23,1,266,266
277,88,20,1,296,296
278,88,11,2,245,490
279,88,38,1,128,128
280,88,34,3,218,654
281,88,1,3,280,840
282,89,33,2,269,538
283,89,46,1,174,174
284,89,5,2,164,328
285,90,46,2,174,348
286,90,22,1,213,213
287,90,3,2,228,456
288,91,44,1,154,154
289,91,35,1,121,121
290,92,18,2,294,588
291,92,11,3,245,735
292,93,36,2,203,406
293,93,10,2,290,580
294,93,45,1,66,66
295,93,24,3,245,735
296,94,43,3,166,498
297,95,26,1,74,74
298,95,46,2,174,348
299,95,2,1,162,162
300,95,10,1,290,290
301,96,47,3,283,849
302,96,22,2,213,426
303,96,8,3,92,276
304,96,3,2,228,456
305,96,16,3,105,315
306,97,28,3,236,708
307,97,47,3,283,849
308,98,43,2,166,332
309,99,40,3,275,825
310,99,27,3,258,774
311,99,2,1,162,162
312,99,1,3,280,840
313,100,9,3,71,213
314,100,6,3,158,474
315,101,44,3,154,462
316,102,15,1,175,175
317,102,42,3,284,852
318,102,25,2,228,456
319,102,10,2,290,580
320,103,31,2,247,494
321,103,14,3,154,462
322,103,43,3,166,498
323,104,6,3,158,474
324,104,11,3,245,735
325,104,36,2,203,406
326,105,42,3,284,852
327,105,14,1,154,154
328,106,28,2,236,472
329,107,30,3,62,186
330,107,39,2,259,518
331,107,8,2,92,184
332,108,3,2,228,456
333,108,43,3,166,498
334,108,23,3,266,798
335,109,48,2,255,510
336,109,12,3,183,549
337,109,17,1,74,74
338,110,31,1,247,247
339,110,12,1,183,183
340,110,45,3,66,198
341,110,33,2,269,538
342,111,4,1,196,196
343,111,6,3,158,474
344,112,2,3,162,486
345,112,36,3,203,609
346,112,35,2,121,242
347,112,49,3,272,816
348,113,32,3,174,522
349,113,39,3,259,777
350,113,43,2,166,332
351,114,30,1,62,62
352,115,26,2,74,148
353,115,42,3,284,852
354,115,44,3,154,462
355,115,16,1,105,105
356,115,5,3,164,492
357,116,14,2,154,308
358,116,30,3,62,186
359,117,24,3,245,735
360,118,8,2,92,184
361,119,39,1,259,259
362,120,7,3,228,684
363,120,21,1,178,178
364,120,38,2,128,256
365,120,4,1,196,196
366,121,24,2,245,490
367,121,37,1,97,97
368,122,24,2,245,490
369,122,38,1,128,128
370,123,41,3,78,234
371,123,6,2,158,316
372,123,16,3,105,315
373,124,1,3,280,840
374,124,15,3,175,525
375,124,17,1,74,74
376,124,2,2,162,324
377,125,25,2,228,456
378,125,44,1,154,154
379,125,5,2,164,328
380,126,35,3,121,363
381,126,29,3,170,510
382,126,3,2,228,456
383,126,11,1,245,245
384,127,40,3,275,825
385,127,35,1,121,121
386,127,9,1,71,71
387,128,14,3,154,462
388,128,36,3,203,609
389,128,44,3,154,462
390,128,47,1,283,283
391,129,17,3,74,222
392,130,36,1,203,203
393,130,17,3,74,222
394,130,14,2,154,308
395,130,5,2,164,328
396,130,8,3,92,276
397,131,38,2,128,256
398,131,9,1,71,71
399,131,4,3,196,588
400,131,6,1,158,158
401,132,20,3,296,888
402,132,30,2,62,124
403,132,10,2,290,580
404,133,30,3,62,186
405,133,7,3,228,684
406,133,23,3,266,798
407,133,32,2,174,348
408,134,29,3,170,510
409,134,28,2,236,472
410,134,45,2,66,132
411,134,42,3,284,852
412,134,31,2,247,494
413,135,17,1,74,74
414,135,24,2,245,490
415,136,23,1,266,266
416,136,14,2,154,308
417,136,2,1,162,162
418,136,19,1,281,281
419,137,6,3,158,474
420,137,44,1,154,154
421,137,36,1,203,203
422,137,34,2,218,436
423,138,26,1,74,74
424,138,25,1,228,228
425,138,21,1,178,178
426,138,17,3,74,222
427,139,23,1,266,266
428,139,48,1,255,255
429,139,16,1,105,105
430,140,42,2,284,568
431,140,14,3,154,462
432,140,35,1,121,121
433,141,3,3,228,684
434,141,37,2,97,194
435,142,43,1,166,166
436,142,28,3,236,708
437,142,14,3,154,462
438,142,50,1,116,116
439,143,44,3,154,462
440,143,26,1,74,74
441,143,27,2,258,516
442,143,24,3,245,735
443,143,45,2,66,132
444,144,41,3,78,234
445,145,38,3,128,384
446,145,10,3,290,870
447,145,31,3,247,741
448,145,1,3,280,840
449,145,40,3,275,825
450,146,22,1,213,213
451,146,12,2,183,366
452,146,42,1,284,284
453,147,28,3,236,708
454,147,44,1,154,154
455,147,13,3,112,336
456,148,20,3,296,888
457,149,11,3,245,735
458,150,2,3,162,486
459,150,47,1,283,283
460,151,13,2,112,224
461,151,20,2,296,592
462,151,31,3,247,741
463,151,16,1,105,105
464,151,43,1,166,166
465,152,25,3,228,684
466,152,40,2,275,550
467,152,20,2,296,592
468,152,3,1,228,228
469,153,11,3,245,735
470,153,30,2,62,124
471,154,17,2,74,148
472,154,38,1,128,128
473,154,32,3,174,522
474,154,9,2,71,142
475,155,48,1,255,255
476,155,14,3,154,462
477,156,37,2,97,194
478,156,43,1,166,166
479,156,41,3,78,234
480,156,2,2,162,324
481,157,7,1,228,228
482,157,36,2,203,406
483,157,4,2,196,392
484,158,32,3,174,522
485,158,29,2,170,340
486,158,48,2,255,510
487,159,12,1,183,183
488,159,19,1,281,281
489,159,45,3,66,198
490,159,22,2,213,426
491,160,28,3,236,708
492,160,11,2,245,490
493,161,19,1,281,281
494,162,12,3,183,549
495,162,8,2,92,184
496,162,44,2,154,308
497,163,50,1,116,116
498,163,19,2,281,562
499,163,15,1,175,175
500,163,27,2,258,516
501,163,1,2,280,560
502,164,4,1,196,196
503,164,48,3,255,765
504,164,19,3,281,843
505,164,13,2,112,224
506,164,49,2,272,544
507,165,28,3,236,708
508,165,35,3,121,363
509,165,22,3,213,639
510,166,12,1,183,183
511,166,6,1,158,158
512,166,16,1,105,105
513,167,37,1,97,97
514,167,6,1,158,158
515,167,35,2,121,242
516,167,48,1,255,255
517,168,3,2,228,456
518,168,32,1,174,174
519,168,13,3,112,336
520,168,2,3,162,486
521,169,20,2,296,592
522,169,16,1,105,105
523,169,28,2,236,472
524,169,24,1,245,245
525,169,11,2,245,490
526,170,44,2,154,308
527,170,26,3,74,222
528,171,38,2,128,256
529,172,24,2,245,490
530,172,46,3,174,522
531,172,1,1,280,280
532,172,7,3,228,684
533,172,30,1,62,62
534,173,6,2,158,316
535,173,46,2,174,348
536,173,28,2,236,472
537,173,31,3,247,741
538,173,11,3,245,735
539,174,5,3,164,492
540,174,2,3,162,486
541,175,43,3,166,498
542,175,47,2,283,566
543,175,38,1,128,128
544,175,25,2,228,456
545,176,16,3,105,315
546,176,32,2,174,348
547,176,20,3,296,888
548,176,17,2,74,148
549,176,49,1,272,272
550,177,43,1,166,166
551,177,5,1,164,164
552,177,4,3,196,588
553,177,36,1,203,203
554,178,11,2,245,490
555,178,43,2,166,332
556,178,24,2,245,490
557,178,13,3,112,336
558,178,44,1,154,154
559,179,24,1,245,245
560,179,46,2,174,348
561,179,5,3,164,492
562,180,5,1,164,164
563,180,6,3,158,474
564,181,39,2,259,518
565,181,45,1,66,66
566,181,15,3,175,525
567,182,14,2,154,308
568,182,22,1,213,213
569,182,27,2,258,516
570,182,48,1,255,255
571,182,44,2,154,308
572,183,43,3,166,498
573,183,6,2,158,316
574,183,35,1,121,121
575,183,25,1,228,228
576,184,9,2,71,142
577,184,14,2,154,308
578,184,45,2,66,132
579,184,17,3,74,222
580,185,20,2,296,592
581,186,26,2,74,148
582,186,39,1,259,259
583,186,14,3,154,462
584,186,38,3,128,384
585,187,41,3,78,234
586,187,43,1,166,166
587,188,41,2,78,156
588,188,29,3,170,510
589,188,30,3,62,186
590,188,32,2,174,348
591,189,7,3,228,684
592,189,10,2,290,580
593,189,23,1,266,266
594,189,49,2,272,544
595,189,27,3,258,774
596,190,29,3,170,510
597,190,28,3,236,708
598,191,27,3,258,774
599,191,43,1,166,166
600,191,35,3,121,363
601,191,38,3,128,384
602,191,24,1,245,245
603,192,47,1,283,283
604,192,49,1,272,272
605,193,21,1,178,178
606,193,10,3,290,870
607,193,27,3,258,774
608,194,20,1,296,296
609,194,15,2,175,350
610,195,30,2,62,124
611,195,7,3,228,684
612,195,8,3,92,276
613,195,5,3,164,492
614,195,20,3,296,888
615,196,32,1,174,174
616,196,8,3,92,276
617,196,27,3,258,774
618,197,43,2,166,332
619,197,42,1,284,284
620,198,17,3,74,222
621,198,3,1,228,228
622,198,9,3,71,213
623,199,36,1,203,203
624,200,37,2,97,194
625,200,34,1,218,218
626,201,24,2,245,490
627,201,11,2,245,490
628,201,44,1,154,154
629,201,27,2,258,516
630,201,2,3,162,486
631,202,22,2,213,426
632,203,28,3,236,708
633,203,19,2,281,562
634,204,40,3,275,825
635,205,16,1,105,105
636,205,31,3,247,741
637,206,7,1,228,228
638,206,33,2,269,538
639,206,6,2,158,316
640,207,16,2,105,210
641,207,10,2,290,580
642,208,30,1,62,62
643,208,42,2,284,568
644,208,12,3,183,549
645,208,46,1,174,174
646,208,13,2,112,224
647,209,50,2,116,232
648,209,27,2,258,516
649,209,17,3,74,222
650,209,37,1,97,97
651,209,14,2,154,308
652,210,31,2,247,494
653,210,44,2,154,308
654,211,36,1,203,203
655,211,7,1,228,228
656,212,17,3,74,222
657,212,13,1,112,112
658,213,30,1,62,62
659,213,21,1,178,178
660,213,26,3,74,222
661,213,22,3,213,639
662,214,31,3,247,741
663,214,23,2,266,532
664,214,18,2,294,588
665,214,47,1,283,283
666,214,5,2,164,328
667,215,11,3,245,735
668,216,38,3,128,384
669,217,22,2,213,426
670,217,50,3,116,348
671,218,46,2,174,348
672,218,44,2,154,308
673,218,24,2,245,490
674,218,42,2,284,568
675,218,7,2,228,456
676,219,40,1,275,275
677,220,9,2,71,142
678,220,27,2,258,516
679,220,17,3,74,222
680,220,13,2,112,224
681,221,36,2,203,406
682,221,30,2,62,124
683,221,2,3,162,486
684,221,14,2,154,308
685,222,39,2,259,518
686,222,45,1,66,66
687,222,50,2,116,232
688,223,47,2,283,566
689,223,44,2,154,308
690,223,15,3,175,525
691,223,12,1,183,183
692,223,45,2,66,132
693,224,18,1,294,294
694,225,23,3,266,798
695,226,48,3,255,765
696,226,14,2,154,308
697,226,16,1,105,105
698,226,4,2,196,392
699,227,29,3,170,510
700,228,18,1,294,294
701,228,16,2,105,210
702,228,50,2,116,232
703,229,26,3,74,222
704,229,33,3,269,807
705,229,49,2,272,544
706,230,8,3,92,276
707,230,3,1,228,228
708,231,40,2,275,550
709,231,37,1,97,97
710,231,8,3,92,276
711,231,5,1,164,164
712,231,17,2,74,148
713,232,34,1,218,218
714,232,38,1,128,128
715,232,2,1,162,162
716,233,41,1,78,78
717,233,12,2,183,366
718,234,5,2,164,328
719,234,2,1,162,162
720,234,48,2,255,510
721,234,47,3,283,849
722,235,4,3,196,588
723,236,13,2,112,224
724,237,31,2,247,494
725,237,4,2,196,392
726,237,40,3,275,825
727,237,3,1,228,228
728,238,27,2,258,516
729,238,21,2,178,356
730,238,1,1,280,280
731,238,30,2,62,124
732,238,47,1,283,283
733,239,11,2,245,490
734,239,24,2,245,490
735,239,7,1,228,228
736,239,41,3,78,234
737,240,30,2,62,124
738,240,26,1,74,74
739,241,13,3,112,336
740,241,48,2,255,510
741,241,33,1,269,269
742,242,24,2,245,490
743,242,20,3,296,888
744,242,5,1,164,164
745,242,37,3,97,291
746,243,31,2,247,494
747,243,44,2,154,308
748,243,14,2,154,308
749,244,6,2,158,316
750,244,11,3,245,735
751,244,28,1,236,236
752,245,45,2,66,132
753,246,37,1,97,97
754,246,25,1,228,228
755,246,44,1,154,154
756,246,18,1,294,294
757,246,48,1,255,255
758,247,6,3,158,474
759,247,10,1,290,290
760,247,33,2,269,538
761,248,48,3,255,765
762,248,11,1,245,245
763,249,44,3,154,462
764,249,31,1,247,247
765,249,2,1,162,162
766,250,39,3,259,777
767,251,37,3,97,291
768,251,30,2,62,124
769,252,36,3,203,609
770,252,16,2,105,210
771,252,21,3,178,534
772,253,37,3,97,291
773,253,1,1,280,280
774,253,19,2,281,562
775,253,18,3,294,882
776,253,6,1,158,158
777,254,14,2,154,308
778,254,34,1,218,218
779,254,24,2,245,490
780,254,17,3,74,222
781,255,32,3,174,522
782,255,10,2,290,580
783,255,39,2,259,518
784,255,20,1,296,296
785,255,41,2,78,156
786,256,5,3,164,492
787,256,38,3,128,384
788,256,46,1,174,174
789,257,41,2,78,156
790,257,42,3,284,852
791,257,28,3,236,708
792,258,25,1,228,228
793,258,27,1,258,258
794,258,28,3,236,708
795,259,16,3,105,315
796,260,11,3,245,735
797,260,13,2,112,224
798,261,47,3,283,849
799,262,32,3,174,522
800,263,31,1,247,247
801,263,5,3,164,492
802,264,24,2,245,490
803,264,20,1,296,296
804,264,35,2,121,242
805,264,3,1,228,228
806,265,6,3,158,474
807,265,14,3,154,462
808,265,38,3,128,384
809,265,18,3,294,882
810,266,21,1,178,178
811,266,2,2,162,324
812,266,48,3,255,765
813,266,18,3,294,882
814,267,11,1,245,245
815,267,34,2,218,436
816,267,48,3,255,765
817,267,4,3,196,588
818,267,20,1,296,296
819,268,20,1,296,296
820,269,32,3,174,522
821,269,37,3,97,291
822,269,40,3,275,825
823,269,5,2,164,328
824,269,2,3,162,486
825,270,7,1,228,228
826,270,10,3,290,870
827,270,26,2,74,148
828,270,39,3,259,777
829,271,15,3,175,525
830,271,48,2,255,510
831,271,40,1,275,275
832,271,13,2,112,224
833,271,39,2,259,518
834,272,14,3,154,462
835,272,16,3,105,315
836,272,9,2,71,142
837,272,21,2,178,356
838,272,32,1,174,174
839,273,33,3,269,807
840,273,12,2,183,366
841,273,44,1,154,154
842,273,46,3,174,522
843,274,13,1,112,112
844,275,5,1,164,164
845,275,33,3,269,807
846,275,7,2,228,456
847,276,2,2,162,324
848,276,16,2,105,210
849,276,8,2,92,184
850,276,44,1,154,154
851,276,15,3,175,525
852,277,31,1,247,247
853,278,7,1,228,228
854,278,29,2,170,340
855,278,47,3,283,849
856,278,6,3,158,474
857,279,16,1,105,105
858,279,1,2,280,560
859,279,36,3,203,609
860,279,20,2,296,592
861,280,26,1,74,74
862,280,24,3,245,735
863,280,30,2,62,124
864,280,35,3,121,363
865,281,49,3,272,816
866,281,19,2,281,562
867,281,20,3,296,888
868,281,40,3,275,825
869,281,37,2,97,194
870,282,46,2,174,348
871,283,17,2,74,148
872,284,32,1,174,174
873,284,20,2,296,592
874,284,15,3,175,525
875,284,13,2,112,224
876,284,47,1,283,283
877,285,30,1,62,62
878,285,37,1,97,97
879,285,23,1,266,266
880,285,22,1,213,213
881,286,45,3,66,198
882,286,9,2,71,142
883,287,26,3,74,222
884,288,41,3,78,234
885,288,31,3,247,741
886,288,9,2,71,142
887,288,32,1,174,174
888,289,39,1,259,259
889,289,20,2,296,592
890,289,50,1,116,116
891,289,36,2,203,406
892,289,12,2,183,366
893,290,48,1,255,255
894,290,19,2,281,562
895,290,34,3,218,654
896,291,42,2,284,568
897,291,14,3,154,462
898,291,21,2,178,356
899,291,25,3,228,684
900,292,18,1,294,294
901,292,8,2,92,184
902,292,31,2,247,494
903,292,1,1,280,280
904,292,42,1,284,284
905,293,20,1,296,296
906,293,23,3,266,798
907,294,37,1,97,97
908,295,24,2,245,490
909,296,29,1,170,170
910,296,48,1,255,255
911,296,22,3,213,639
912,297,25,3,228,684
913,297,41,2,78,156
914,297,2,3,162,486
915,297,33,2,269,538
916,298,13,1,112,112
917,299,44,1,154,154
918,299,25,1,228,228
919,299,42,1,284,284
920,300,11,2,245,490
921,300,31,2,247,494
922,300,19,2,281,562
923,300,8,1,92,92
924,301,6,3,158,474
925,301,44,2,154,308
926,301,10,3,290,870
927,301,49,2,272,544
928,302,34,2,218,436
929,302,45,3,66,198
930,302,19,2,281,562
931,303,15,2,175,350
932,303,10,1,290,290
933,303,31,3,247,741
934,303,36,2,203,406
935,303,23,2,266,532
936,304,12,3,183,549
937,304,42,2,284,568
938,304,10,2,290,580
939,304,14,2,154,308
940,305,6,2,158,316
941,305,3,1,228,228
942,305,38,1,128,128
943,306,11,1,245,245
944,306,23,3,266,798
945,306,34,3,218,654
946,306,28,3,236,708
947,306,7,1,228,228
948,307,49,1,272,272
949,307,39,2,259,518
950,307,35,2,121,242
951,307,31,2,247,494
952,307,1,2,280,560
953,308,14,2,154,308
954,308,9,3,71,213
955,309,28,3,236,708
956,309,8,2,92,184
957,310,30,1,62,62
958,311,49,1,272,272
959,311,33,3,269,807
960,311,2,3,162,486
961,312,47,2,283,566
962,312,25,1,228,228
963,313,36,3,203,609
964,313,23,2,266,532
965,313,44,2,154,308
966,314,35,3,121,363
967,314,3,1,228,228
968,314,11,2,245,490
969,314,25,3,228,684
970,314,12,1,183,183
971,315,47,1,283,283
972,315,7,1,228,228
973,315,42,2,284,568
974,315,11,1,245,245
975,316,25,3,228,684
976,316,13,2,112,224
977,316,16,1,105,105
978,316,11,2,245,490
979,317,10,2,290,580
980,317,43,3,166,498
981,317,48,2,255,510
982,318,8,2,92,184
983,318,40,3,275,825
984,318,43,3,166,498
985,318,21,1,178,178
986,318,17,2,74,148
987,319,18,3,294,882
988,319,9,3,71,213
989,319,45,1,66,66
990,320,43,3,166,498
991,320,4,3,196,588
992,320,48,3,255,765
993,320,32,1,174,174
994,320,42,3,284,852
995,321,8,1,92,92
996,321,19,2,281,562
997,321,13,2,112,224
998,321,32,1,174,174
999,321,33,2,269,538
1000,322,40,1,275,275
1001,322,2,1,162,162
1002,323,14,2,154,308
1003,324,24,2,245,490
1004,324,26,2,74,148
1005,324,21,2,178,356
1006,324,27,1,258,258
1007,324,5,2,164,328
1008,325,46,2,174,348
1009,325,8,2,92,184
1010,325,43,2,166,332
1011,325,22,3,213,639
1012,326,32,1,174,174
1013,326,40,3,275,825
1014,327,3,2,228,456
1015,327,18,2,294,588
1016,327,41,3,78,234
1017,328,34,2,218,436
1018,328,8,2,92,184
1019,328,41,3,78,234
1020,328,27,1,258,258
1021,328,37,3,97,291
1022,329,34,1,218,218
1023,330,24,1,245,245
1024,330,41,3,78,234
1025,331,34,1,218,218
1026,331,42,1,284,284
1027,331,5,3,164,492
1028,332,30,1,62,62
1029,332,20,1,296,296
1030,332,9,3,71,213
1031,333,9,3,71,213
1032,333,43,3,166,498
1033,333,49,3,272,816
1034,334,41,1,78,78
1035,334,3,3,228,684
1036,334,4,2,196,392
1037,334,36,1,203,203
1038,334,26,3,74,222
1039,335,37,1,97,97
1040,336,46,2,174,348
1041,336,20,1,296,296
1042,336,50,3,116,348
1043,337,30,1,62,62
1044,337,11,3,245,735
1045,337,47,2,283,566
1046,337,19,3,281,843
1047,337,40,1,275,275
1048,338,45,2,66,132
1049,338,18,3,294,882
1050,338,13,2,112,224
1051,339,23,3,266,798
1052,340,11,2,245,490
1053,340,26,2,74,148
1054,340,1,2,280,560
1055,340,41,3,78,234
1056,340,9,1,71,71
1057,341,19,1,281,281
1058,341,13,3,112,336
1059,341,25,3,228,684
1060,341,8,3,92,276
1061,342,3,1,228,228
1062,342,29,3,170,510
1063,342,33,1,269,269
1064,342,8,2,92,184
1065,342,18,2,294,588
1066,343,42,3,284,852
1067,344,31,2,247,494
1068,344,23,1,266,266
1069,344,44,1,154,154
1070,344,50,2,116,232
1071,345,36,1,203,203
1072,346,47,2,283,566
1073,346,14,1,154,154
1074,346,4,3,196,588
1075,346,12,3,183,549
1076,347,13,3,112,336
1077,347,10,2,290,580
1078,348,32,1,174,174
1079,348,40,3,275,825
1080,348,18,2,294,588
1081,348,48,2,255,510
1082,348,14,2,154,308
1083,349,26,1,74,74
1084,349,50,2,116,232
1085,349,4,3,196,588
1086,349,27,1,258,258
1087,350,39,2,259,518
1088,350,48,1,255,255
1089,351,39,3,259,777
1090,351,1,3,280,840
1091,351,30,1,62,62
1092,351,46,2,174,348
1093,351,27,2,258,516
1094,352,35,2,121,242
1095,352,36,1,203,203
1096,352,15,1,175,175
1097,352,17,1,74,74
1098,353,29,3,170,510
1099,353,16,3,105,315
1100,353,33,3,269,807
1101,353,27,2,258,516
1102,354,14,2,154,308
1103,354,41,3,78,234
1104,354,46,3,174,522
1105,355,31,1,247,247
1106,355,32,1,174,174
1107,355,46,1,174,174
1108,355,50,3,116,348
1109,355,30,1,62,62
1110,356,28,1,236,236
1111,356,34,1,218,218
1112,357,19,1,281,281
1113,357,7,1,228,228
1114,358,11,2,245,490
1115,358,9,3,71,213
1116,358,33,1,269,269
1117,358,44,3,154,462
1118,358,36,2,203,406
1119,359,33,1,269,269
1120,359,50,3,116,348
1121,359,26,2,74,148
1122,360,27,3,258,774
1123,360,7,1,228,228
1124,360,14,3,154,462
1125,360,33,2,269,538
1126,361,43,1,166,166
1127,361,21,3,178,534
1128,362,47,3,283,849
1129,363,24,2,245,490
1130,363,49,1,272,272
1131,364,11,2,245,490
1132,364,34,1,218,218
1133,364,49,3,272,816
1134,364,46,3,174,522
1135,364,45,3,66,198
1136,365,42,3,284,852
1137,365,16,2,105,210
1138,366,8,2,92,184
1139,366,21,2,178,356
1140,366,5,2,164,328
1141,366,39,2,259,518
1142,367,38,3,128,384
1143,368,11,3,245,735
1144,368,8,3,92,276
1145,368,31,2,247,494
1146,368,47,3,283,849
1147,369,9,1,71,71
