order_item_id,order_id,product_id,quantity,selling_price,total_price
ITEM000074,ORD00027,PROD00345,1,2269,2269
ITEM000075,ORD00027,PROD00037,1,1838,1838
ITEM000076,ORD00028,PROD02692,1,1090,1090
ITEM000077,ORD00028,PROD03057,3,1986,5958
ITEM000078,ORD00029,PROD02356,1,2492,2492
ITEM000079,ORD00029,PROD00382,2,1365,2730
ITEM000080,ORD00029,PROD01345,1,1196,1196
ITEM000081,ORD00030,PROD03596,2,912,1824
ITEM000082,ORD00030,PROD02503,2,554,1108
ITEM000083,ORD00030,PROD00959,3,652,1956
ITEM000084,ORD00031,PROD00701,3,2226,6678
ITEM000085,ORD00032,PROD02034,2,680,1360
ITEM000086,ORD00032,PROD01480,2,2492,4984
ITEM000087,ORD00033,PROD00678,1,745,745
ITEM000088,ORD00033,PROD04917,1,1000,1000
ITEM000089,ORD00034,PROD02466,2,1183,2366
ITEM000090,ORD00035,PROD01962,3,2490,7470
ITEM000091,ORD00035,PROD03960,3,831,2493
ITEM000092,ORD00036,PROD04696,3,1828,5484
ITEM000093,ORD00036,PROD03275,2,2869,5738
ITEM000094,ORD00036,PROD04169,3,2484,7452
ITEM000095,ORD00037,PROD04824,2,1332,2664
ITEM000096,ORD00037,PROD01965,1,543,543
ITEM000097,ORD00037,PROD01262,3,518,1554
ITEM000098,ORD00037,PROD01040,3,2183,6549
ITEM000099,ORD00038,PROD03735,2,2662,5324
ITEM000100,ORD00039,PROD02087,1,2668,2668
ITEM000101,ORD00040,PROD02750,1,1801,1801
ITEM000102,ORD00040,PROD02969,1,2111,2111
ITEM000103,ORD00040,PROD02053,3,1051,3153
ITEM000104,ORD00040,PROD00436,3,2559,7677
ITEM000105,ORD00041,PROD02156,2,1515,3030
ITEM000106,ORD00041,PROD02229,1,2642,2642
ITEM000107,ORD00041,PROD01705,1,1238,1238
ITEM000108,ORD00042,PROD03464,1,790,790
ITEM000109,ORD00042,PROD02344,1,1882,1882
ITEM000110,ORD00042,PROD04561,1,739,739
ITEM000111,ORD00043,PROD03924,2,804,1608
ITEM000112,ORD00044,PROD02882,3,1259,3777
ITEM000113,ORD00044,PROD01841,1,1038,1038
ITEM000114,ORD00044,PROD03747,3,1823,5469
ITEM000115,ORD00045,PROD04889,2,807,1614
ITEM000116,ORD00046,PROD04646,3,1085,3255
ITEM000117,ORD00047,PROD00741,1,2610,2610
ITEM000118,ORD00047,PROD03335,2,2686,5372
ITEM000119,ORD00048,PROD00331,2,1054,2108
ITEM000120,ORD00049,PROD04657,2,620,1240
ITEM000121,ORD00049,PROD03098,2,2127,4254
ITEM000122,ORD00050,PROD01227,1,838,838
ITEM000123,ORD00050,PROD01125,3,1215,3645
ITEM000124,ORD00051,PROD00731,3,2386,7158
ITEM000125,ORD00052,PROD01676,1,1796,1796
ITEM000126,ORD00052,PROD00900,1,2224,2224
ITEM000127,ORD00052,PROD04709,3,2131,6393
ITEM000128,ORD00052,PROD01544,1,2427,2427
ITEM000129,ORD00053,PROD00686,3,1784,5352
ITEM000130,ORD00053,PROD04699,3,1787,5361
ITEM000131,ORD00054,PROD00130,3,636,1908
ITEM000132,ORD00054,PROD02410,2,2244,4488
ITEM000133,ORD00054,PROD02589,1,1363,1363
ITEM000134,ORD00054,PROD01927,2,1523,3046
ITEM000135,ORD00055,PROD04940,3,1342,4026
ITEM000136,ORD00055,PROD01840,3,1211,3633
ITEM000137,ORD00055,PROD01659,1,525,525
ITEM000138,ORD00056,PROD03326,1,631,631
ITEM000139,ORD00057,PROD04280,3,2712,8136
ITEM000140,ORD00058,PROD04646,3,1085,3255
ITEM000141,ORD00058,PROD03135,1,846,846
ITEM000142,ORD00059,PROD01308,1,678,678
ITEM000143,ORD00059,PROD02609,1,1207,1207
ITEM000144,ORD00059,PROD03154,2,2465,4930
ITEM000145,ORD00059,PROD04053,1,698,698
ITEM000146,ORD00060,PROD00757,3,2749,8247
ITEM000147,ORD00061,PROD00762,3,573,1719
ITEM000148,ORD00062,PROD03384,2,1059,2118
ITEM000149,ORD00062,PROD03573,1,1792,1792
ITEM000150,ORD00062,PROD02691,1,1050,1050
ITEM000151,ORD00062,PROD02329,3,2354,7062
ITEM000152,ORD00063,PROD03026,2,1787,3574
ITEM000153,ORD00063,PROD01942,1,1545,1545
ITEM000154,ORD00064,PROD03649,3,1863,5589
ITEM000155,ORD00064,PROD02741,2,1743,3486
ITEM000156,ORD00064,PROD04893,1,2360,2360
ITEM000157,ORD00064,PROD02440,2,1193,2386
ITEM000158,ORD00065,PROD00813,2,2362,4724
ITEM000159,ORD00066,PROD04910,2,996,1992
ITEM000160,ORD00066,PROD00994,3,1411,4233
ITEM000161,ORD00067,PROD01098,3,1496,4488
ITEM000162,ORD00068,PROD02399,2,853,1706
ITEM000163,ORD00069,PROD04607,1,2068,2068
ITEM000164,ORD00069,PROD03486,1,2258,2258
ITEM000165,ORD00070,PROD00566,3,2129,6387
ITEM000166,ORD00070,PROD04373,3,1788,5364
ITEM000167,ORD00071,PROD00547,1,650,650
ITEM000168,ORD00071,PROD00857,1,727,727
ITEM000169,ORD00072,PROD00680,3,2264,6792
ITEM000170,ORD00072,PROD00723,3,1416,4248
ITEM000171,ORD00072,PROD03515,1,2536,2536
ITEM000172,ORD00073,PROD02044,1,2427,2427
ITEM000173,ORD00073,PROD00691,2,1460,2920
ITEM000174,ORD00073,PROD02051,1,888,888
ITEM000175,ORD00074,PROD03166,1,2587,2587
ITEM000176,ORD00074,PROD02525,3,2239,6717
ITEM000177,ORD00074,PROD00614,3,2128,6384
ITEM000178,ORD00075,PROD04248,2,1792,3584
ITEM000179,ORD00075,PROD03329,1,2583,2583
ITEM000180,ORD00076,PROD00048,2,1602,3204
ITEM000181,ORD00076,PROD01455,2,2035,4070
ITEM000182,ORD00076,PROD01648,1,1706,1706
ITEM000183,ORD00076,PROD04859,1,1421,1421
ITEM000184,ORD00077,PROD04851,2,1622,3244
ITEM000185,ORD00077,PROD03430,3,1742,5226
ITEM000186,ORD00077,PROD00054,1,2501,2501
ITEM000187,ORD00078,PROD03844,3,2963,8889
ITEM000188,ORD00078,PROD03256,3,2848,8544
ITEM000189,ORD00078,PROD01735,2,2282,4564
ITEM000190,ORD00078,PROD01825,2,2021,4042
ITEM000191,ORD00079,PROD02421,1,2200,2200
ITEM000192,ORD00079,PROD02232,2,663,1326
ITEM000193,ORD00079,PROD03049,3,2420,7260
ITEM000194,ORD00079,PROD04806,2,2024,4048
ITEM000195,ORD00080,PROD04984,2,1147,2294
ITEM000196,ORD00081,PROD00391,1,1194,1194
ITEM000197,ORD00081,PROD01183,1,2433,2433
ITEM000198,ORD00081,PROD00179,2,1963,3926
ITEM000199,ORD00081,PROD02307,3,2021,6063
ITEM000200,ORD00082,PROD04377,1,2510,2510
ITEM000201,ORD00082,PROD01075,1,960,960
ITEM000202,ORD00082,PROD04170,2,1564,3128
ITEM000203,ORD00082,PROD03884,1,2060,2060
ITEM000204,ORD00083,PROD04106,1,627,627
ITEM000205,ORD00083,PROD02085,3,576,1728
ITEM000206,ORD00083,PROD01074,2,1056,2112
ITEM000207,ORD00084,PROD01225,1,2548,2548
ITEM000208,ORD00084,PROD04649,3,2330,6990
ITEM000209,ORD00084,PROD03989,2,2754,5508
ITEM000210,ORD00084,PROD00684,1,907,907
ITEM000211,ORD00085,PROD01635,2,1138,2276
ITEM000212,ORD00085,PROD01184,1,1153,1153
ITEM000213,ORD00086,PROD04866,2,634,1268
ITEM000214,ORD00086,PROD00873,1,3154,3154
ITEM000215,ORD00087,PROD04202,3,608,1824
ITEM000216,ORD00087,PROD04738,2,1149,2298
ITEM000217,ORD00087,PROD04709,3,2131,6393
ITEM000218,ORD00087,PROD01298,3,1922,5766
ITEM000219,ORD00088,PROD00083,1,1071,1071
ITEM000220,ORD00088,PROD03908,3,2430,7290
ITEM000221,ORD00088,PROD00933,3,772,2316
ITEM000222,ORD00089,PROD03049,1,2420,2420
ITEM000223,ORD00090,PROD01070,2,946,1892
ITEM000224,ORD00090,PROD01762,2,2563,5126
ITEM000225,ORD00091,PROD02959,1,1877,1877
ITEM000226,ORD00091,PROD03564,3,1205,3615
ITEM000227,ORD00092,PROD01838,1,1626,1626
ITEM000228,ORD00093,PROD03062,3,709,2127
ITEM000229,ORD00093,PROD03162,2,1534,3068
ITEM000230,ORD00093,PROD03399,3,1586,4758
ITEM000231,ORD00094,PROD04791,3,2429,7287
ITEM000232,ORD00094,PROD02580,2,1754,3508
ITEM000233,ORD00095,PROD02455,3,2552,7656
ITEM000234,ORD00096,PROD00748,1,1163,1163
ITEM000235,ORD00097,PROD01019,3,2625,7875
ITEM000236,ORD00098,PROD04236,1,1221,1221
ITEM000237,ORD00099,PROD01773,3,1644,4932
ITEM000238,ORD00100,PROD01129,3,1862,5586
ITEM000239,ORD00100,PROD01335,3,1641,4923
ITEM000240,ORD00100,PROD02537,3,1028,3084
ITEM000241,ORD00100,PROD02175,1,1106,1106
ITEM000242,ORD00101,PROD04829,2,1835,3670
ITEM000243,ORD00101,PROD00594,2,2309,4618
ITEM000244,ORD00101,PROD03541,3,797,2391
ITEM000245,ORD00101,PROD04809,3,955,2865
ITEM000246,ORD00102,PROD02927,1,2799,2799
ITEM000247,ORD00103,PROD00734,1,2518,2518
ITEM000248,ORD00104,PROD00619,2,617,1234
ITEM000249,ORD00104,PROD03298,1,524,524
ITEM000250,ORD00104,PROD01615,2,1471,2942
ITEM000251,ORD00104,PROD03440,3,469,1407
ITEM000252,ORD00105,PROD03597,2,856,1712
ITEM000253,ORD00106,PROD03403,1,1222,1222
ITEM000254,ORD00106,PROD04095,1,1715,1715
ITEM000255,ORD00106,PROD00121,1,1147,1147
ITEM000256,ORD00107,PROD04875,1,1121,1121
ITEM000257,ORD00107,PROD01350,1,1210,1210
ITEM000258,ORD00107,PROD02741,2,1743,3486
ITEM000259,ORD00108,PROD03192,3,1096,3288
ITEM000260,ORD00108,PROD03058,2,1088,2176
ITEM000261,ORD00109,PROD02357,3,742,2226
ITEM000262,ORD00109,PROD00240,1,1113,1113
ITEM000263,ORD00110,PROD00699,3,3096,9288
ITEM000264,ORD00111,PROD00438,1,2035,2035
ITEM000265,ORD00111,PROD04291,1,2002,2002
ITEM000266,ORD00111,PROD00274,3,554,1662
ITEM000267,ORD00112,PROD03493,1,2255,2255
ITEM000268,ORD00113,PROD00844,3,800,2400
ITEM000269,ORD00113,PROD01565,3,862,2586
ITEM000270,ORD00113,PROD02389,2,1094,2188
ITEM000271,ORD00113,PROD00701,2,2226,4452
ITEM000272,ORD00114,PROD01409,2,1010,2020
ITEM000273,ORD00114,PROD00204,2,2256,4512
ITEM000274,ORD00114,PROD01765,1,1322,1322
ITEM000275,ORD00115,PROD01275,2,2476,4952
ITEM000276,ORD00115,PROD04943,3,910,2730
ITEM000277,ORD00116,PROD02129,3,708,2124
ITEM000278,ORD00116,PROD03255,1,2469,2469
ITEM000279,ORD00116,PROD01042,2,2602,5204
ITEM000280,ORD00117,PROD01583,3,3070,9210
ITEM000281,ORD00117,PROD00040,3,1684,5052
ITEM000282,ORD00117,PROD01717,3,2193,6579
ITEM000283,ORD00118,PROD03712,2,1828,3656
ITEM000284,ORD00118,PROD04068,3,2373,7119
ITEM000285,ORD00119,PROD02638,3,1341,4023
ITEM000286,ORD00120,PROD03402,2,1147,2294
ITEM000287,ORD00121,PROD04648,3,2118,6354
ITEM000288,ORD00121,PROD00490,1,2237,2237
ITEM000289,ORD00121,PROD03050,2,897,1794
ITEM000290,ORD00122,PROD01321,2,2170,4340
ITEM000291,ORD00122,PROD00915,1,1684,1684
ITEM000292,ORD00123,PROD02271,3,1607,4821
ITEM000293,ORD00124,PROD02337,2,2854,5708
ITEM000294,ORD00124,PROD01882,3,1063,3189
ITEM000295,ORD00125,PROD01619,1,1213,1213
ITEM000296,ORD00125,PROD04874,2,1212,2424
ITEM000297,ORD00125,PROD00008,3,2304,6912
ITEM000298,ORD00126,PROD01300,3,833,2499
ITEM000299,ORD00126,PROD00294,3,753,2259
ITEM000300,ORD00127,PROD01014,1,1331,1331
ITEM000301,ORD00127,PROD00189,3,1996,5988
ITEM000302,ORD00128,PROD00663,2,1547,3094
ITEM000303,ORD00128,PROD03567,3,1245,3735
ITEM000304,ORD00128,PROD03445,3,1576,4728
ITEM000305,ORD00128,PROD02392,2,1108,2216
ITEM000306,ORD00129,PROD02426,1,1520,1520
ITEM000307,ORD00130,PROD00349,2,1742,3484
ITEM000308,ORD00130,PROD00555,3,1101,3303
ITEM000309,ORD00130,PROD04817,3,872,2616
ITEM000310,ORD00130,PROD00772,2,1144,2288
ITEM000311,ORD00131,PROD03942,1,2476,2476
ITEM000312,ORD00131,PROD00552,2,466,932
ITEM000313,ORD00131,PROD03390,3,2045,6135
ITEM000314,ORD00132,PROD02111,1,1424,1424
ITEM000315,ORD00132,PROD03406,3,1108,3324
ITEM000316,ORD00133,PROD04754,2,1639,3278
ITEM000317,ORD00134,PROD04928,1,434,434
ITEM000318,ORD00135,PROD02351,3,1798,5394
ITEM000319,ORD00135,PROD04428,2,2304,4608
ITEM000320,ORD00135,PROD03588,3,597,1791
ITEM000321,ORD00136,PROD00730,3,3030,9090
ITEM000322,ORD00136,PROD03618,3,1995,5985
ITEM000323,ORD00137,PROD00887,3,1092,3276
ITEM000324,ORD00137,PROD00804,1,1807,1807
ITEM000325,ORD00137,PROD03442,3,3036,9108
ITEM000326,ORD00138,PROD02280,2,973,1946
ITEM000327,ORD00138,PROD00181,3,1168,3504
ITEM000328,ORD00138,PROD01099,3,1103,3309
ITEM000329,ORD00139,PROD00821,3,1628,4884
ITEM000330,ORD00140,PROD01121,1,400,400
ITEM000331,ORD00140,PROD04635,1,859,859
ITEM000332,ORD00141,PROD02503,1,554,554
ITEM000333,ORD00142,PROD02764,1,1635,1635
ITEM000334,ORD00142,PROD02132,3,2300,6900
ITEM000335,ORD00142,PROD01545,2,1256,2512
ITEM000336,ORD00142,PROD00007,2,494,988
ITEM000337,ORD00143,PROD03884,3,2060,6180
ITEM000338,ORD00143,PROD01275,3,2476,7428
ITEM000339,ORD00144,PROD00928,2,1687,3374
ITEM000340,ORD00144,PROD00071,2,446,892
ITEM000341,ORD00144,PROD04713,1,1222,1222
ITEM000342,ORD00144,PROD00917,1,2564,2564
ITEM000343,ORD00145,PROD00972,3,1347,4041
ITEM000344,ORD00145,PROD02534,3,1349,4047
ITEM000345,ORD00145,PROD04846,2,2623,5246
ITEM000346,ORD00145,PROD00141,2,1721,3442
ITEM000347,ORD00146,PROD00954,1,1577,1577
ITEM000348,ORD00146,PROD04612,2,2415,4830
ITEM000349,ORD00147,PROD02400,3,679,2037
ITEM000350,ORD00147,PROD01390,1,484,484
ITEM000351,ORD00147,PROD02322,2,1468,2936
ITEM000352,ORD00148,PROD00002,1,2302,2302
ITEM000353,ORD00148,PROD03928,3,2294,6882
ITEM000354,ORD00149,PROD03983,1,2034,2034
ITEM000355,ORD00149,PROD02598,3,1408,4224
ITEM000356,ORD00150,PROD04395,3,3033,9099
ITEM000357,ORD00150,PROD02087,2,2668,5336
ITEM000358,ORD00150,PROD03138,3,2739,8217
ITEM000359,ORD00151,PROD01217,1,1363,1363
ITEM000360,ORD00151,PROD04186,1,2772,2772
ITEM000361,ORD00151,PROD04744,1,820,820
ITEM000362,ORD00152,PROD01397,2,2610,5220
ITEM000363,ORD00152,PROD01726,2,625,1250
ITEM000364,ORD00152,PROD02374,2,1389,2778
ITEM000365,ORD00153,PROD04825,1,1016,1016
ITEM000366,ORD00154,PROD00843,3,904,2712
ITEM000367,ORD00154,PROD00112,1,2232,2232
ITEM000368,ORD00154,PROD02768,3,1155,3465
ITEM000369,ORD00155,PROD01575,1,416,416
ITEM000370,ORD00156,PROD02609,2,1207,2414
ITEM000371,ORD00156,PROD02968,1,599,599
ITEM000372,ORD00157,PROD03596,2,912,1824
ITEM000373,ORD00157,PROD03939,2,1276,2552
ITEM000374,ORD00157,PROD04768,3,1603,4809
ITEM000375,ORD00158,PROD01378,3,1810,5430
ITEM000376,ORD00158,PROD03720,2,2370,4740
ITEM000377,ORD00158,PROD02750,3,1801,5403
ITEM000378,ORD00159,PROD00242,1,1436,1436
ITEM000379,ORD00159,PROD02349,2,627,1254
ITEM000380,ORD00159,PROD01591,1,555,555
ITEM000381,ORD00160,PROD04249,1,2559,2559
ITEM000382,ORD00160,PROD02858,1,1238,1238
ITEM000383,ORD00161,PROD03513,3,1653,4959
ITEM000384,ORD00161,PROD03017,2,1172,2344
ITEM000385,ORD00161,PROD03503,2,2461,4922
ITEM000386,ORD00161,PROD00879,3,761,2283
ITEM000387,ORD00162,PROD01650,1,437,437
ITEM000388,ORD00163,PROD03634,3,2258,6774
ITEM000389,ORD00163,PROD03486,2,2258,4516
ITEM000390,ORD00164,PROD01192,1,2323,2323
ITEM000391,ORD00164,PROD02584,1,2981,2981
ITEM000392,ORD00164,PROD04162,2,2323,4646
ITEM000393,ORD00164,PROD00319,3,1019,3057
ITEM000394,ORD00165,PROD02586,1,2820,2820
ITEM000395,ORD00165,PROD01748,2,1184,2368
ITEM000396,ORD00165,PROD04568,1,960,960
ITEM000397,ORD00166,PROD04243,2,635,1270
ITEM000398,ORD00166,PROD02119,1,1839,1839
ITEM000399,ORD00166,PROD02416,3,2254,6762
ITEM000400,ORD00167,PROD01881,1,609,609
ITEM000401,ORD00168,PROD04406,3,2460,7380
ITEM000402,ORD00168,PROD00989,2,563,1126
ITEM000403,ORD00168,PROD02203,1,2383,2383
ITEM000404,ORD00168,PROD01916,2,1568,3136
ITEM000405,ORD00169,PROD02637,3,1098,3294
ITEM000406,ORD00169,PROD00284,3,1888,5664
ITEM000407,ORD00169,PROD02417,3,2178,6534
ITEM000408,ORD00170,PROD01301,3,2445,7335
ITEM000409,ORD00170,PROD03486,3,2258,6774
ITEM000410,ORD00171,PROD01419,1,1526,1526
ITEM000411,ORD00172,PROD03582,1,2216,2216
ITEM000412,ORD00172,PROD02068,3,1038,3114
ITEM000413,ORD00172,PROD03909,3,2998,8994
ITEM000414,ORD00172,PROD04160,1,2395,2395
ITEM000415,ORD00173,PROD04636,1,778,778
ITEM000416,ORD00173,PROD01027,3,827,2481
ITEM000417,ORD00173,PROD03078,1,1318,1318
ITEM000418,ORD00173,PROD04149,3,1138,3414
ITEM000419,ORD00174,PROD01864,3,1221,3663
ITEM000420,ORD00175,PROD04519,1,1180,1180
ITEM000421,ORD00175,PROD01951,1,2134,2134
ITEM000422,ORD00175,PROD03113,1,815,815
ITEM000423,ORD00176,PROD04714,2,2554,5108
ITEM000424,ORD00176,PROD04117,1,1448,1448
ITEM000425,ORD00176,PROD00139,2,1027,2054
ITEM000426,ORD00176,PROD00408,1,735,735
ITEM000427,ORD00177,PROD01060,3,1917,5751
ITEM000428,ORD00177,PROD02228,2,1283,2566
ITEM000429,ORD00177,PROD04204,3,2369,7107
ITEM000430,ORD00178,PROD00700,3,608,1824
ITEM000431,ORD00179,PROD02472,1,2230,2230
ITEM000432,ORD00180,PROD02707,3,2558,7674
ITEM000433,ORD00181,PROD02396,1,1184,1184
ITEM000434,ORD00181,PROD02767,1,1775,1775
ITEM000435,ORD00181,PROD02969,1,2111,2111
ITEM000436,ORD00182,PROD02882,2,1259,2518
ITEM000437,ORD00182,PROD00884,3,974,2922
ITEM000438,ORD00183,PROD03799,2,2307,4614
ITEM000439,ORD00183,PROD03883,1,544,544
ITEM000440,ORD00183,PROD04924,3,2400,7200
ITEM000441,ORD00183,PROD03512,1,548,548
ITEM000442,ORD00184,PROD00769,1,1913,1913
ITEM000443,ORD00184,PROD01944,2,2725,5450
ITEM000444,ORD00184,PROD04777,1,2972,2972
ITEM000445,ORD00184,PROD00259,3,2067,6201
ITEM000446,ORD00185,PROD01291,2,779,1558
ITEM000447,ORD00186,PROD01747,2,2342,4684
ITEM000448,ORD00186,PROD02170,3,1801,5403
ITEM000449,ORD00186,PROD01344,3,2657,7971
ITEM000450,ORD00187,PROD03740,3,455,1365
ITEM000451,ORD00187,PROD03895,1,2480,2480
ITEM000452,ORD00188,PROD00737,1,2478,2478
ITEM000453,ORD00189,PROD04745,2,1662,3324
ITEM000454,ORD00189,PROD00708,1,606,606
ITEM000455,ORD00189,PROD00727,1,2148,2148
ITEM000456,ORD00189,PROD04425,1,1306,1306
ITEM000457,ORD00190,PROD02039,2,2581,5162
ITEM000458,ORD00191,PROD01299,2,1660,3320
ITEM000459,ORD00192,PROD04611,2,2115,4230
ITEM000460,ORD00193,PROD01134,3,2521,7563
ITEM000461,ORD00194,PROD01046,2,720,1440
ITEM000462,ORD00195,PROD04237,2,2070,4140
ITEM000463,ORD00195,PROD01850,1,590,590
ITEM000464,ORD00196,PROD00804,3,1807,5421
ITEM000465,ORD00196,PROD03135,3,846,2538
ITEM000466,ORD00196,PROD01912,3,803,2409
ITEM000467,ORD00197,PROD02549,3,1230,3690
ITEM000468,ORD00197,PROD01807,1,1997,1997
ITEM000469,ORD00197,PROD04718,1,1090,1090
ITEM000470,ORD00198,PROD01600,1,1774,1774
ITEM000471,ORD00198,PROD02994,3,1361,4083
ITEM000472,ORD00199,PROD00976,3,2615,7845
ITEM000473,ORD00200,PROD01312,2,1816,3632
ITEM000474,ORD00200,PROD00647,1,2148,2148
ITEM000475,ORD00200,PROD04502,2,739,1478
ITEM000476,ORD00200,PROD04248,2,1792,3584
ITEM000477,ORD00201,PROD04748,1,1383,1383
ITEM000478,ORD00202,PROD00419,2,2729,5458
ITEM000479,ORD00202,PROD01985,2,1825,3650
ITEM000480,ORD00202,PROD04956,1,2360,2360
ITEM000481,ORD00203,PROD03021,1,2374,2374
ITEM000482,ORD00203,PROD01787,2,2214,4428
ITEM000483,ORD00203,PROD01844,1,1655,1655
ITEM000484,ORD00203,PROD02333,1,1805,1805
ITEM000485,ORD00204,PROD04842,3,1900,5700
ITEM000486,ORD00204,PROD04553,3,823,2469
ITEM000487,ORD00205,PROD00598,1,2357,2357
ITEM000488,ORD00205,PROD03526,3,2235,6705
ITEM000489,ORD00205,PROD00525,3,1125,3375
ITEM000490,ORD00206,PROD03720,2,2370,4740
ITEM000491,ORD00206,PROD03628,1,1602,1602
ITEM000492,ORD00207,PROD00604,2,1459,2918
ITEM000493,ORD00208,PROD04437,3,2317,6951
ITEM000494,ORD00209,PROD00150,2,1230,2460
ITEM000495,ORD00210,PROD04932,1,1575,1575
ITEM000496,ORD00211,PROD00440,1,637,637
ITEM000497,ORD00212,PROD01481,3,3083,9249
ITEM000498,ORD00212,PROD02373,2,1363,2726
ITEM000499,ORD00212,PROD04589,3,1227,3681
ITEM000500,ORD00213,PROD04488,1,1065,1065
ITEM000501,ORD00213,PROD01803,3,1374,4122
ITEM000502,ORD00213,PROD02023,1,809,809
ITEM000503,ORD00214,PROD00805,1,1512,1512
ITEM000504,ORD00214,PROD03451,3,903,2709
ITEM000505,ORD00214,PROD02291,1,2556,2556
ITEM000506,ORD00215,PROD04739,3,2940,8820
ITEM000507,ORD00215,PROD00401,1,1285,1285
ITEM000508,ORD00216,PROD01498,1,1651,1651
ITEM000509,ORD00216,PROD04663,3,1998,5994
ITEM000510,ORD00216,PROD03866,3,1048,3144
ITEM000511,ORD00217,PROD02902,3,771,2313
ITEM000512,ORD00218,PROD00053,1,1251,1251
ITEM000513,ORD00218,PROD04473,2,2271,4542
ITEM000514,ORD00218,PROD02413,3,2176,6528
ITEM000515,ORD00218,PROD03807,3,1038,3114
ITEM000516,ORD00219,PROD00834,3,2313,6939
ITEM000517,ORD00219,PROD04565,1,1965,1965
ITEM000518,ORD00219,PROD00664,1,802,802
ITEM000519,ORD00220,PROD04596,2,2841,5682
ITEM000520,ORD00220,PROD03900,2,3108,6216
ITEM000521,ORD00220,PROD01441,3,1201,3603
ITEM000522,ORD00220,PROD00725,3,2257,6771
